"Protein","LogIntensities","GROUP"
"sp|O00154-2|BACH_HUMAN;sp|O00154-3|BACH_HUMAN",26.9361986925542,"H69"
"sp|O00154-6|BACH_HUMAN;sp|O00154-7|BACH_HUMAN;sp|O00154|BACH_HUMAN",26.5703310153603,"A549"
"sp|O00154-6|BACH_HUMAN;sp|O00154-7|BACH_HUMAN;sp|O00154|BACH_HUMAN",26.7503573072109,"A549"
"sp|O00154-6|BACH_HUMAN;sp|O00154-7|BACH_HUMAN;sp|O00154|BACH_HUMAN",26.5571975557354,"A549"
"sp|O00154-6|BACH_HUMAN;sp|O00154-7|BACH_HUMAN;sp|O00154|BACH_HUMAN",26.7718166198405,"H197"
"sp|O00154-6|BACH_HUMAN;sp|O00154-7|BACH_HUMAN;sp|O00154|BACH_HUMAN",26.8301972281525,"H197"
"sp|O00154-6|BACH_HUMAN;sp|O00154-7|BACH_HUMAN;sp|O00154|BACH_HUMAN",26.6932737666246,"H197"
"sp|O00154-6|BACH_HUMAN;sp|O00154-7|BACH_HUMAN;sp|O00154|BACH_HUMAN",27.3283199035045,"H446"
"sp|O00154-6|BACH_HUMAN;sp|O00154-7|BACH_HUMAN;sp|O00154|BACH_HUMAN",27.4922886203844,"H446"
"sp|O00154-6|BACH_HUMAN;sp|O00154-7|BACH_HUMAN;sp|O00154|BACH_HUMAN",27.5876735584109,"H446"
"sp|O00154-6|BACH_HUMAN;sp|O00154-7|BACH_HUMAN;sp|O00154|BACH_HUMAN",26.6971601711426,"H69"
"sp|O00154-6|BACH_HUMAN;sp|O00154-7|BACH_HUMAN;sp|O00154|BACH_HUMAN",27.1073283999353,"H69"
"sp|O00154-6|BACH_HUMAN;sp|O00154-7|BACH_HUMAN;sp|O00154|BACH_HUMAN",26.7793208730383,"H69"
"sp|O00159-3|MYO1C_HUMAN;sp|O00159|MYO1C_HUMAN",27.4689472914936,"A549"
"sp|O00159-3|MYO1C_HUMAN;sp|O00159|MYO1C_HUMAN",27.3843669142214,"A549"
"sp|O00159-3|MYO1C_HUMAN;sp|O00159|MYO1C_HUMAN",27.4715796473473,"A549"
"sp|O00159-3|MYO1C_HUMAN;sp|O00159|MYO1C_HUMAN",26.7858890600066,"H197"
"sp|O00159-3|MYO1C_HUMAN;sp|O00159|MYO1C_HUMAN",26.7696824612948,"H197"
"sp|O00159-3|MYO1C_HUMAN;sp|O00159|MYO1C_HUMAN",26.911993449868,"H197"
"sp|O00159-3|MYO1C_HUMAN;sp|O00159|MYO1C_HUMAN",25.7141139119955,"H446"
"sp|O00159-3|MYO1C_HUMAN;sp|O00159|MYO1C_HUMAN",25.7405670188415,"H446"
"sp|O00159-3|MYO1C_HUMAN;sp|O00159|MYO1C_HUMAN",25.8371493809831,"H446"
"sp|O00159-3|MYO1C_HUMAN;sp|O00159|MYO1C_HUMAN",25.0484130059484,"H69"
"sp|O00159-3|MYO1C_HUMAN;sp|O00159|MYO1C_HUMAN",25.3762546103343,"H69"
"sp|O00159-3|MYO1C_HUMAN;sp|O00159|MYO1C_HUMAN",24.8645159398621,"H69"
"sp|O00160|MYO1F_HUMAN",26.7832607094046,"A549"
"sp|O00160|MYO1F_HUMAN",28.3143992649839,"H69"
"sp|O00160|MYO1F_HUMAN",28.1580355519582,"H69"
"sp|O00161|SNP23_HUMAN",27.3071650402963,"A549"
"sp|O00161|SNP23_HUMAN",26.9444868989722,"A549"
"sp|O00161|SNP23_HUMAN",26.3605120862299,"H197"
"sp|O00161|SNP23_HUMAN",26.3154119668952,"H197"
"sp|O00161|SNP23_HUMAN",26.0912228413485,"H446"
"sp|O00161|SNP23_HUMAN",27.1553476659038,"H69"
"sp|O00165-5|HAX1_HUMAN;sp|O00165|HAX1_HUMAN",25.4045925323861,"A549"
"sp|O00165-5|HAX1_HUMAN;sp|O00165|HAX1_HUMAN",25.3609018925633,"H197"
"sp|O00165-5|HAX1_HUMAN;sp|O00165|HAX1_HUMAN",25.3631550056815,"H446"
"sp|O00165-5|HAX1_HUMAN;sp|O00165|HAX1_HUMAN",26.0192395872314,"H446"
"sp|O00165-5|HAX1_HUMAN;sp|O00165|HAX1_HUMAN",26.3410343662148,"H446"
"sp|O00165-5|HAX1_HUMAN;sp|O00165|HAX1_HUMAN",26.7259262129623,"H69"
"sp|O00165-5|HAX1_HUMAN;sp|O00165|HAX1_HUMAN",25.5406860749645,"H69"
"sp|O00170|AIP_HUMAN",25.5652806760989,"A549"
"sp|O00170|AIP_HUMAN",25.6146179963449,"A549"
"sp|O00170|AIP_HUMAN",25.449562676351,"A549"
"sp|O00170|AIP_HUMAN",27.0919227425494,"H197"
"sp|O00170|AIP_HUMAN",26.9984550386797,"H197"
"sp|O00170|AIP_HUMAN",26.8971387443802,"H197"
"sp|O00170|AIP_HUMAN",25.940866433989,"H446"
"sp|O00170|AIP_HUMAN",25.8387492309839,"H446"
"sp|O00170|AIP_HUMAN",25.9361595474476,"H446"
"sp|O00170|AIP_HUMAN",26.5495345860628,"H69"
"sp|O00170|AIP_HUMAN",26.6517338297721,"H69"
"sp|O00170|AIP_HUMAN",26.6106995632761,"H69"
"sp|O00178|GTPB1_HUMAN",26.3193081118577,"A549"
"sp|O00178|GTPB1_HUMAN",26.1963794721687,"A549"
"sp|O00178|GTPB1_HUMAN",25.5787092097221,"H446"
"sp|O00178|GTPB1_HUMAN",25.4208126676732,"H446"
"sp|O00178|GTPB1_HUMAN",25.6134151777554,"H446"
"sp|O00178|GTPB1_HUMAN",27.4766652184914,"H69"
"sp|O00178|GTPB1_HUMAN",27.7351140174444,"H69"
"sp|O00178|GTPB1_HUMAN",27.4933529786275,"H69"
"sp|O00186|STXB3_HUMAN",24.8924352079269,"A549"
"sp|O00186|STXB3_HUMAN",24.371909411693,"A549"
"sp|O00186|STXB3_HUMAN",25.5248364631222,"A549"
"sp|O00186|STXB3_HUMAN",23.8818473661893,"H197"
"sp|O00186|STXB3_HUMAN",25.3698945790573,"H197"
"sp|O00186|STXB3_HUMAN",25.3202731450333,"H446"
"sp|O00186|STXB3_HUMAN",25.2254453621237,"H446"
"sp|O00186|STXB3_HUMAN",25.3310608962796,"H446"
"sp|O00186|STXB3_HUMAN",25.8604547583297,"H69"
"sp|O00186|STXB3_HUMAN",25.6267201122909,"H69"
"sp|O00186|STXB3_HUMAN",24.8884998215881,"H69"
"sp|O00192-2|ARVC_HUMAN;sp|O00192|ARVC_HUMAN",26.7711247932215,"H446"
"sp|O00192-2|ARVC_HUMAN;sp|O00192|ARVC_HUMAN",25.9824116888928,"H69"
"sp|O00192-2|ARVC_HUMAN;sp|O00192|ARVC_HUMAN",26.2414902617065,"H69"
"sp|O00192-2|ARVC_HUMAN;sp|O00192|ARVC_HUMAN",26.3959271262185,"H69"
"sp|O00193|SMAP_HUMAN",27.2932622709458,"A549"
"sp|O00193|SMAP_HUMAN",27.1404409658688,"A549"
"sp|O00193|SMAP_HUMAN",27.035012296337,"A549"
"sp|O00193|SMAP_HUMAN",26.742893380878,"H197"
"sp|O00193|SMAP_HUMAN",27.0131139111578,"H197"
"sp|O00193|SMAP_HUMAN",26.3859989278825,"H197"
"sp|O00193|SMAP_HUMAN",26.319751819049,"H446"
"sp|O00193|SMAP_HUMAN",26.1851124390687,"H446"
"sp|O00193|SMAP_HUMAN",26.329586096474,"H446"
"sp|O00193|SMAP_HUMAN",27.0661743331771,"H69"
"sp|O00193|SMAP_HUMAN",28.0998372425862,"H69"
"sp|O00193|SMAP_HUMAN",27.5127623868393,"H69"
"sp|O00194|RB27B_HUMAN",26.574344154311,"A549"
"sp|O00194|RB27B_HUMAN",26.8665328145485,"A549"
"sp|O00194|RB27B_HUMAN",26.5546530738537,"H197"
"sp|O00194|RB27B_HUMAN",26.1056075969459,"H197"
"sp|O00194|RB27B_HUMAN",26.3457695775565,"H197"
"sp|O00203-3|AP3B1_HUMAN",26.3731849438115,"A549"
"sp|O00203-3|AP3B1_HUMAN",26.7066314363639,"A549"
"sp|O00203-3|AP3B1_HUMAN",26.4276606181147,"A549"
"sp|O00203-3|AP3B1_HUMAN",26.7514505652156,"H197"
"sp|O00203-3|AP3B1_HUMAN",26.9828816132384,"H197"
"sp|O00203-3|AP3B1_HUMAN",26.7378205789151,"H197"
"sp|O00203-3|AP3B1_HUMAN",25.8401047754021,"H446"
"sp|O00203-3|AP3B1_HUMAN",25.1019222653651,"H446"
"sp|O00203-3|AP3B1_HUMAN",26.4600615805385,"H446"
"sp|O00203-3|AP3B1_HUMAN",26.1838399835203,"H69"
"sp|O00203-3|AP3B1_HUMAN",26.1411160728784,"H69"
"sp|O00203-3|AP3B1_HUMAN",25.6455735884354,"H69"
"sp|O00214-2|LEG8_HUMAN;sp|O00214|LEG8_HUMAN",30.0385114599903,"H446"
"sp|O00214-2|LEG8_HUMAN;sp|O00214|LEG8_HUMAN",30.1708261467777,"H446"
"sp|O00214-2|LEG8_HUMAN;sp|O00214|LEG8_HUMAN",26.6532875685179,"H69"
"sp|O00214-2|LEG8_HUMAN;sp|O00214|LEG8_HUMAN",25.7755266294472,"H69"
"sp|O00217|NDUS8_HUMAN",26.9130896374588,"A549"
"sp|O00217|NDUS8_HUMAN",26.573937622843,"A549"
"sp|O00217|NDUS8_HUMAN",27.2607024467508,"A549"
"sp|O00217|NDUS8_HUMAN",27.1198247290123,"H197"
"sp|O00217|NDUS8_HUMAN",27.4076669034116,"H197"
"sp|O00217|NDUS8_HUMAN",27.3454032637554,"H197"
"sp|O00217|NDUS8_HUMAN",27.1225338054972,"H446"
"sp|O00217|NDUS8_HUMAN",27.8611462963928,"H446"
"sp|O00217|NDUS8_HUMAN",27.5155386519721,"H446"
"sp|O00217|NDUS8_HUMAN",28.5606473117296,"H69"
"sp|O00217|NDUS8_HUMAN",28.4955578997811,"H69"
"sp|O00217|NDUS8_HUMAN",28.1014426619315,"H69"
"sp|O00231-2|PSD11_HUMAN;sp|O00231|PSD11_HUMAN",27.0466894552172,"A549"
"sp|O00231-2|PSD11_HUMAN;sp|O00231|PSD11_HUMAN",27.3355116584699,"A549"
"sp|O00231-2|PSD11_HUMAN;sp|O00231|PSD11_HUMAN",27.1464344649208,"A549"
"sp|O00231-2|PSD11_HUMAN;sp|O00231|PSD11_HUMAN",27.3007192471118,"H197"
"sp|O00231-2|PSD11_HUMAN;sp|O00231|PSD11_HUMAN",27.2444725930349,"H197"
"sp|O00231-2|PSD11_HUMAN;sp|O00231|PSD11_HUMAN",27.1349464802983,"H197"
"sp|O00231-2|PSD11_HUMAN;sp|O00231|PSD11_HUMAN",26.5187864890324,"H446"
"sp|O00231-2|PSD11_HUMAN;sp|O00231|PSD11_HUMAN",26.9979488508658,"H446"
"sp|O00231-2|PSD11_HUMAN;sp|O00231|PSD11_HUMAN",26.9402716404377,"H446"
"sp|O00231-2|PSD11_HUMAN;sp|O00231|PSD11_HUMAN",26.9285268345128,"H69"
"sp|O00231-2|PSD11_HUMAN;sp|O00231|PSD11_HUMAN",27.1291680201474,"H69"
"sp|O00231-2|PSD11_HUMAN;sp|O00231|PSD11_HUMAN",26.8243575600881,"H69"
"sp|O00232|PSD12_HUMAN",27.2631264840671,"A549"
"sp|O00232|PSD12_HUMAN",27.2440255434109,"A549"
"sp|O00232|PSD12_HUMAN",27.3356914622462,"A549"
"sp|O00232|PSD12_HUMAN",27.2269936037214,"H197"
"sp|O00232|PSD12_HUMAN",27.0643344838337,"H197"
"sp|O00232|PSD12_HUMAN",27.1201490138411,"H197"
"sp|O00232|PSD12_HUMAN",26.4315075278922,"H446"
"sp|O00232|PSD12_HUMAN",26.5122269158041,"H446"
"sp|O00232|PSD12_HUMAN",26.498142505052,"H446"
"sp|O00232|PSD12_HUMAN",26.8313423187041,"H69"
"sp|O00232|PSD12_HUMAN",26.6940177727305,"H69"
"sp|O00232|PSD12_HUMAN",26.9255896947547,"H69"
"sp|O00233|PSMD9_HUMAN",26.7566894924214,"A549"
"sp|O00233|PSMD9_HUMAN",27.3151507308922,"A549"
"sp|O00233|PSMD9_HUMAN",26.746616544554,"A549"
"sp|O00233|PSMD9_HUMAN",26.5942635582517,"H197"
"sp|O00233|PSMD9_HUMAN",26.6793585718663,"H197"
"sp|O00233|PSMD9_HUMAN",26.4195761830627,"H197"
"sp|O00233|PSMD9_HUMAN",25.7829415768048,"H446"
"sp|O00233|PSMD9_HUMAN",25.9038785528819,"H446"
"sp|O00233|PSMD9_HUMAN",25.6063554559988,"H446"
"sp|O00233|PSMD9_HUMAN",26.9940063554746,"H69"
"sp|O00233|PSMD9_HUMAN",26.1867435930786,"H69"
"sp|O00233|PSMD9_HUMAN",26.3498616027133,"H69"
"sp|O00244|ATOX1_HUMAN",27.1497617121654,"A549"
"sp|O00244|ATOX1_HUMAN",27.0502648686958,"A549"
"sp|O00244|ATOX1_HUMAN",27.3368952630037,"A549"
"sp|O00244|ATOX1_HUMAN",27.5496267109819,"H197"
"sp|O00244|ATOX1_HUMAN",27.4162903740142,"H197"
"sp|O00244|ATOX1_HUMAN",27.0901222386128,"H197"
"sp|O00244|ATOX1_HUMAN",26.8471695214909,"H446"
"sp|O00244|ATOX1_HUMAN",26.5375071092346,"H446"
"sp|O00244|ATOX1_HUMAN",26.8559386493327,"H446"
"sp|O00244|ATOX1_HUMAN",25.8983808030551,"H69"
"sp|O00244|ATOX1_HUMAN",25.7310633199178,"H69"
"sp|O00244|ATOX1_HUMAN",26.2350159281499,"H69"
"sp|O00255-2|MEN1_HUMAN;sp|O00255-3|MEN1_HUMAN",26.3229432292713,"H69"
"sp|O00255-2|MEN1_HUMAN;sp|O00255-3|MEN1_HUMAN",26.2766861982224,"H69"
"sp|O00255-2|MEN1_HUMAN;sp|O00255-3|MEN1_HUMAN",26.4712726393265,"H69"
"sp|O00264|PGRC1_HUMAN",27.3881982855871,"A549"
"sp|O00264|PGRC1_HUMAN",26.9387715655259,"A549"
"sp|O00264|PGRC1_HUMAN",26.429246625482,"A549"
"sp|O00264|PGRC1_HUMAN",26.7065390381545,"H197"
"sp|O00264|PGRC1_HUMAN",26.1202578412229,"H197"
"sp|O00264|PGRC1_HUMAN",26.0906957696269,"H197"
"sp|O00264|PGRC1_HUMAN",27.2509423470584,"H446"
"sp|O00264|PGRC1_HUMAN",27.6410182742113,"H446"
"sp|O00264|PGRC1_HUMAN",27.6073641838646,"H446"
"sp|O00264|PGRC1_HUMAN",28.1449132129464,"H69"
"sp|O00264|PGRC1_HUMAN",28.1060824583539,"H69"
"sp|O00264|PGRC1_HUMAN",27.9188375522068,"H69"
"sp|O00267-2|SPT5H_HUMAN;sp|O00267|SPT5H_HUMAN",26.3255392347897,"A549"
"sp|O00267-2|SPT5H_HUMAN;sp|O00267|SPT5H_HUMAN",26.6524070723158,"A549"
"sp|O00267-2|SPT5H_HUMAN;sp|O00267|SPT5H_HUMAN",26.2148731223452,"A549"
"sp|O00267-2|SPT5H_HUMAN;sp|O00267|SPT5H_HUMAN",24.5602168429213,"H197"
"sp|O00267-2|SPT5H_HUMAN;sp|O00267|SPT5H_HUMAN",24.5643159679583,"H197"
"sp|O00267-2|SPT5H_HUMAN;sp|O00267|SPT5H_HUMAN",25.7035995253587,"H446"
"sp|O00267-2|SPT5H_HUMAN;sp|O00267|SPT5H_HUMAN",26.6053548023313,"H446"
"sp|O00267-2|SPT5H_HUMAN;sp|O00267|SPT5H_HUMAN",26.3744742066081,"H446"
"sp|O00267-2|SPT5H_HUMAN;sp|O00267|SPT5H_HUMAN",26.3398615637383,"H69"
"sp|O00267-2|SPT5H_HUMAN;sp|O00267|SPT5H_HUMAN",26.6930935438222,"H69"
"sp|O00267-2|SPT5H_HUMAN;sp|O00267|SPT5H_HUMAN",26.1263964195131,"H69"
"sp|O00273|DFFA_HUMAN",26.3174464673951,"A549"
"sp|O00273|DFFA_HUMAN",26.2997717552699,"A549"
"sp|O00273|DFFA_HUMAN",26.5776400688716,"A549"
"sp|O00273|DFFA_HUMAN",27.6551963265554,"H197"
"sp|O00273|DFFA_HUMAN",27.208901111186,"H197"
"sp|O00273|DFFA_HUMAN",27.1141318904883,"H197"
"sp|O00273|DFFA_HUMAN",27.2587108058446,"H446"
"sp|O00273|DFFA_HUMAN",27.7152453367107,"H446"
"sp|O00273|DFFA_HUMAN",27.355836284526,"H446"
"sp|O00291-3|HIP1_HUMAN;sp|O00291-4|HIP1_HUMAN;sp|O00291|HIP1_HUMAN",26.7779873977523,"A549"
"sp|O00291-3|HIP1_HUMAN;sp|O00291-4|HIP1_HUMAN;sp|O00291|HIP1_HUMAN",27.1625394487282,"A549"
"sp|O00291-3|HIP1_HUMAN;sp|O00291-4|HIP1_HUMAN;sp|O00291|HIP1_HUMAN",26.7607732245481,"A549"
"sp|O00291-3|HIP1_HUMAN;sp|O00291-4|HIP1_HUMAN;sp|O00291|HIP1_HUMAN",26.1755577733875,"H197"
"sp|O00291-3|HIP1_HUMAN;sp|O00291-4|HIP1_HUMAN;sp|O00291|HIP1_HUMAN",27.5277725819198,"H197"
"sp|O00291-3|HIP1_HUMAN;sp|O00291-4|HIP1_HUMAN;sp|O00291|HIP1_HUMAN",25.9520124661583,"H197"
"sp|O00291-3|HIP1_HUMAN;sp|O00291-4|HIP1_HUMAN;sp|O00291|HIP1_HUMAN",26.0070048479243,"H446"
"sp|O00291-3|HIP1_HUMAN;sp|O00291-4|HIP1_HUMAN;sp|O00291|HIP1_HUMAN",25.8880580302201,"H69"
"sp|O00299|CLIC1_HUMAN",27.5921085225825,"A549"
"sp|O00299|CLIC1_HUMAN",27.5286846217137,"A549"
"sp|O00299|CLIC1_HUMAN",27.6410942695118,"A549"
"sp|O00299|CLIC1_HUMAN",28.1835732387248,"H197"
"sp|O00299|CLIC1_HUMAN",28.1830095973151,"H197"
"sp|O00299|CLIC1_HUMAN",27.9704451330337,"H197"
"sp|O00299|CLIC1_HUMAN",26.7505938054102,"H446"
"sp|O00299|CLIC1_HUMAN",26.9385176954732,"H446"
"sp|O00299|CLIC1_HUMAN",27.1744284246041,"H446"
"sp|O00299|CLIC1_HUMAN",27.1801332226334,"H69"
"sp|O00299|CLIC1_HUMAN",27.0882282852533,"H69"
"sp|O00299|CLIC1_HUMAN",26.7696078748465,"H69"
"sp|O00303|EIF3F_HUMAN",26.8320664445761,"A549"
"sp|O00303|EIF3F_HUMAN",27.1024746306351,"A549"
"sp|O00303|EIF3F_HUMAN",27.0247572107129,"A549"
"sp|O00303|EIF3F_HUMAN",26.9395226954691,"H197"
"sp|O00303|EIF3F_HUMAN",26.8774183039022,"H197"
"sp|O00303|EIF3F_HUMAN",26.9875999209085,"H197"
"sp|O00303|EIF3F_HUMAN",25.7947643817564,"H446"
"sp|O00303|EIF3F_HUMAN",26.28554506139,"H446"
"sp|O00303|EIF3F_HUMAN",26.4988786535447,"H446"
"sp|O00303|EIF3F_HUMAN",26.5301141098175,"H69"
"sp|O00303|EIF3F_HUMAN",26.5515114658053,"H69"
"sp|O00303|EIF3F_HUMAN",26.3506646301455,"H69"
"sp|O00330-3|ODPX_HUMAN;sp|O00330|ODPX_HUMAN",26.1335309834131,"H197"
"sp|O00330-3|ODPX_HUMAN;sp|O00330|ODPX_HUMAN",26.1088247891077,"H446"
"sp|O00330-3|ODPX_HUMAN;sp|O00330|ODPX_HUMAN",26.4222823726608,"H446"
"sp|O00330-3|ODPX_HUMAN;sp|O00330|ODPX_HUMAN",26.3192908553528,"H446"
"sp|O00330-3|ODPX_HUMAN;sp|O00330|ODPX_HUMAN",27.4103065165985,"H69"
"sp|O00330-3|ODPX_HUMAN;sp|O00330|ODPX_HUMAN",27.3956897472293,"H69"
"sp|O00330-3|ODPX_HUMAN;sp|O00330|ODPX_HUMAN",27.2336164925271,"H69"
"sp|O00401|WASL_HUMAN",24.6615089421003,"A549"
"sp|O00401|WASL_HUMAN",25.7566551088032,"A549"
"sp|O00401|WASL_HUMAN",25.5715470795231,"A549"
"sp|O00401|WASL_HUMAN",26.4995152815384,"H197"
"sp|O00401|WASL_HUMAN",25.6656502005019,"H197"
"sp|O00401|WASL_HUMAN",26.4782459288496,"H197"
"sp|O00401|WASL_HUMAN",24.5247433129056,"H446"
"sp|O00401|WASL_HUMAN",25.1047010704939,"H446"
"sp|O00401|WASL_HUMAN",26.7091926542556,"H446"
"sp|O00401|WASL_HUMAN",25.1568026890185,"H69"
"sp|O00401|WASL_HUMAN",24.9807802072406,"H69"
"sp|O00401|WASL_HUMAN",25.3589762657745,"H69"
"sp|O00410|IPO5_HUMAN",26.9797589055504,"A549"
"sp|O00410|IPO5_HUMAN",27.2083665151785,"A549"
"sp|O00410|IPO5_HUMAN",27.2496372734732,"A549"
"sp|O00410|IPO5_HUMAN",26.9909373665399,"H197"
"sp|O00410|IPO5_HUMAN",27.0124481395892,"H197"
"sp|O00410|IPO5_HUMAN",26.8426284495668,"H197"
"sp|O00410|IPO5_HUMAN",26.352365986447,"H446"
"sp|O00410|IPO5_HUMAN",26.4683817876262,"H446"
"sp|O00410|IPO5_HUMAN",26.4554119620373,"H446"
"sp|O00410|IPO5_HUMAN",27.7187667718932,"H69"
"sp|O00410|IPO5_HUMAN",27.6892046149214,"H69"
"sp|O00410|IPO5_HUMAN",27.6059615644866,"H69"
"sp|O00411|RPOM_HUMAN",25.3484246136791,"A549"
"sp|O00411|RPOM_HUMAN",25.3428761841104,"A549"
"sp|O00411|RPOM_HUMAN",25.3957298364546,"A549"
"sp|O00411|RPOM_HUMAN",25.440958027188,"H197"
"sp|O00411|RPOM_HUMAN",25.4389905580347,"H197"
"sp|O00411|RPOM_HUMAN",25.6517471528035,"H197"
"sp|O00411|RPOM_HUMAN",25.5587803795325,"H446"
"sp|O00411|RPOM_HUMAN",25.6786827765742,"H446"
"sp|O00411|RPOM_HUMAN",25.9945015745856,"H446"
"sp|O00411|RPOM_HUMAN",26.4406611118944,"H69"
"sp|O00411|RPOM_HUMAN",26.4073513189746,"H69"
"sp|O00411|RPOM_HUMAN",26.7944771057835,"H69"
"sp|O00422-2|SAP18_HUMAN",25.8829218500152,"A549"
"sp|O00422-2|SAP18_HUMAN",25.8518426453568,"A549"
"sp|O00422-2|SAP18_HUMAN",26.3908523625389,"A549"
"sp|O00422-2|SAP18_HUMAN",25.8621893440256,"H197"
"sp|O00422-2|SAP18_HUMAN",25.4747179916967,"H197"
"sp|O00422-2|SAP18_HUMAN",25.8010541780065,"H197"
"sp|O00422-2|SAP18_HUMAN",27.1694554190182,"H446"
"sp|O00422-2|SAP18_HUMAN",26.8746484075631,"H446"
"sp|O00422-2|SAP18_HUMAN",26.8983477261869,"H446"
"sp|O00422-2|SAP18_HUMAN",26.8377226568337,"H69"
"sp|O00422-2|SAP18_HUMAN",27.0877791371628,"H69"
"sp|O00422-2|SAP18_HUMAN",27.0795762627575,"H69"
"sp|O00423-3|EMAL1_HUMAN;sp|O00423|EMAL1_HUMAN",28.6295243768507,"H197"
"sp|O00423-3|EMAL1_HUMAN;sp|O00423|EMAL1_HUMAN",28.4721453656725,"H197"
"sp|O00423-3|EMAL1_HUMAN;sp|O00423|EMAL1_HUMAN",27.8458612421732,"H446"
"sp|O00423-3|EMAL1_HUMAN;sp|O00423|EMAL1_HUMAN",25.7843473374203,"H446"
"sp|O00425|IF2B3_HUMAN",26.2280174023498,"A549"
"sp|O00425|IF2B3_HUMAN",25.7410853607195,"A549"
"sp|O00425|IF2B3_HUMAN",25.8327436952603,"A549"
"sp|O00425|IF2B3_HUMAN",26.625431108133,"H197"
"sp|O00425|IF2B3_HUMAN",26.8307446831958,"H197"
"sp|O00425|IF2B3_HUMAN",26.3879288780026,"H197"
"sp|O00425|IF2B3_HUMAN",27.3861004705634,"H446"
"sp|O00425|IF2B3_HUMAN",27.0767371328416,"H446"
"sp|O00425|IF2B3_HUMAN",27.0812313778888,"H446"
"sp|O00425|IF2B3_HUMAN",26.9507366726786,"H69"
"sp|O00425|IF2B3_HUMAN",27.0720656667086,"H69"
"sp|O00425|IF2B3_HUMAN",26.8099593179542,"H69"
"sp|O00429-2|DNM1L_HUMAN;sp|O00429-4|DNM1L_HUMAN;sp|O00429-5|DNM1L_HUMAN;sp|O00429-8|DNM1L_HUMAN;sp|O00429-9|DNM1L_HUMAN",26.6611684824105,"A549"
"sp|O00429-2|DNM1L_HUMAN;sp|O00429-4|DNM1L_HUMAN;sp|O00429-5|DNM1L_HUMAN;sp|O00429-8|DNM1L_HUMAN;sp|O00429-9|DNM1L_HUMAN",26.7647619477519,"A549"
"sp|O00429-2|DNM1L_HUMAN;sp|O00429-4|DNM1L_HUMAN;sp|O00429-5|DNM1L_HUMAN;sp|O00429-8|DNM1L_HUMAN;sp|O00429-9|DNM1L_HUMAN",26.7363828261819,"A549"
"sp|O00429-2|DNM1L_HUMAN;sp|O00429-4|DNM1L_HUMAN;sp|O00429-5|DNM1L_HUMAN;sp|O00429-8|DNM1L_HUMAN;sp|O00429-9|DNM1L_HUMAN",26.1973101222103,"H197"
"sp|O00429-2|DNM1L_HUMAN;sp|O00429-4|DNM1L_HUMAN;sp|O00429-5|DNM1L_HUMAN;sp|O00429-8|DNM1L_HUMAN;sp|O00429-9|DNM1L_HUMAN",25.9432146914666,"H197"
"sp|O00429-2|DNM1L_HUMAN;sp|O00429-4|DNM1L_HUMAN;sp|O00429-5|DNM1L_HUMAN;sp|O00429-8|DNM1L_HUMAN;sp|O00429-9|DNM1L_HUMAN",25.8435789667782,"H197"
"sp|O00429-2|DNM1L_HUMAN;sp|O00429-4|DNM1L_HUMAN;sp|O00429-5|DNM1L_HUMAN;sp|O00429-8|DNM1L_HUMAN;sp|O00429-9|DNM1L_HUMAN",26.7890897082171,"H446"
"sp|O00429-2|DNM1L_HUMAN;sp|O00429-4|DNM1L_HUMAN;sp|O00429-5|DNM1L_HUMAN;sp|O00429-8|DNM1L_HUMAN;sp|O00429-9|DNM1L_HUMAN",26.8143024086869,"H446"
"sp|O00429-2|DNM1L_HUMAN;sp|O00429-4|DNM1L_HUMAN;sp|O00429-5|DNM1L_HUMAN;sp|O00429-8|DNM1L_HUMAN;sp|O00429-9|DNM1L_HUMAN",26.8710060447662,"H446"
"sp|O00429-2|DNM1L_HUMAN;sp|O00429-4|DNM1L_HUMAN;sp|O00429-5|DNM1L_HUMAN;sp|O00429-8|DNM1L_HUMAN;sp|O00429-9|DNM1L_HUMAN",26.3857283178271,"H69"
"sp|O00429-2|DNM1L_HUMAN;sp|O00429-4|DNM1L_HUMAN;sp|O00429-5|DNM1L_HUMAN;sp|O00429-8|DNM1L_HUMAN;sp|O00429-9|DNM1L_HUMAN",26.1876071398266,"H69"
"sp|O00429-2|DNM1L_HUMAN;sp|O00429-4|DNM1L_HUMAN;sp|O00429-5|DNM1L_HUMAN;sp|O00429-8|DNM1L_HUMAN;sp|O00429-9|DNM1L_HUMAN",26.6049363350699,"H69"
"sp|O00442-2|RTCA_HUMAN;sp|O00442|RTCA_HUMAN",26.2398766726146,"A549"
"sp|O00442-2|RTCA_HUMAN;sp|O00442|RTCA_HUMAN",26.1987269973319,"A549"
"sp|O00442-2|RTCA_HUMAN;sp|O00442|RTCA_HUMAN",26.1182475289425,"H197"
"sp|O00442-2|RTCA_HUMAN;sp|O00442|RTCA_HUMAN",25.5205911861127,"H197"
"sp|O00442-2|RTCA_HUMAN;sp|O00442|RTCA_HUMAN",25.382266657872,"H446"
"sp|O00442-2|RTCA_HUMAN;sp|O00442|RTCA_HUMAN",26.5980044481757,"H446"
"sp|O00442-2|RTCA_HUMAN;sp|O00442|RTCA_HUMAN",26.5327495680511,"H69"
"sp|O00442-2|RTCA_HUMAN;sp|O00442|RTCA_HUMAN",25.5148238825577,"H69"
"sp|O00442-2|RTCA_HUMAN;sp|O00442|RTCA_HUMAN",26.2924022549782,"H69"
